symbol,entrez_id
RANP1,
RANP1,
RANP1,
RANP1,
RANP1,
RANP1,
RANP1,221547
RP11-34F20.7,
AC132807.1,
RN7SKP202,106480472
ARL6IP1,23204
AL080276.1,
KREMEN1,83999
CLCP1,
CLCP1,266626
ZNF75A,7627
ACTN1-DT,161159
CTB-118N6.3,
UBXN2B,137886
RP3-336K20__B.2,
AL513023.1,
RNU6-473P,106479775
AC007742.3,
PPP4R1-AS1,
PPP4R1-AS1,101927323
CTD-2613O8.1,
GOLM1,51280
NDUFB4P6,107075097
RP11-123J14.1,
RN7SL513P,106481062
ANKK1,255239
MGAT2P1,
MGAT2P1,100422588
RPSAP22,100270874
NCK2,8440
RP11-545N8.3,
RP11-708J19.1,
USP17L16P,
USP17L16P,100287302
RNU4-11P,106481175
ZFP30,22835
CTD-2210A23.1,
RP11-503L19.1,
PRKCA-AS1,
PRKCA-AS1,101928001
RPPH1-3P,106479602
AP003068.9,
CWC27,10283
RP11-96O20.4,
RP11-684B21.1,
KALP,
MIR6799,102465479
RP11-570L15.2,
CTD-2306A12.1,
NXT2,55916
RP3-431C21.1,
MT1H,4496
AP004372.1,
HSF5,124535
GOT2P5,100422625
VN1R6P,653753
RP11-557J10.4,
GSC2,2928
EEF1G,1937
RP11-313E19.2,
CPSF1,29894
ZFP42,132625
RP1-85D24.3,
FAM161B,145483
RP1-149M18.4,
RN7SL33P,106479236
RN7SL293P,106481835
RN7SL293P,
UPK3B,105375355
LINC01501,340515
VWFP1,7451
KLK4,9622
LOC101929765,
MIR1261,100302228
SLC28A1,9154
AC099759.1,
RP3-332O11.2,
CTD-2318B16.3,
AC123023.1,
FAM131A,131408
RP11-426C22.7,
RHEBL1,121268
LOC100996349,100996349
TCEA1,6917
AC067961.1,
RPS3AP12,100270905
ATG4C,84938
RP11-210L7.1,
KPNA2,3838
PKN1,5585
SOWAHB,345079
FAM195DP,
RNU6-974P,106481487
AC009120.4,
COL22A1,169044
RP11-646J21.7,
RMDN2-AS1,
RMDN2-AS1,101410544
RP11-310I24.1,
ZNF321P,399669
ZNF321P,
IGKV1-9,
IGKV1-9,28941
MIR143HG,
RP11-719J20.1,
MIR5692A2,100847038
AC007966.1,
GXYLT1P5,100131760
RP1-163G9.2,
PRKAG2,51422
RP11-641C17.1,
LOC283693,
RP4-647C14.3,
RNU6-1338P,106480150
SMARCE1P5,400129
TRIML2,205860
AC018442.1,
WARS1,7453
AC073072.5,
RP11-395L14.18,
RP11-302F12.7,
LOC102724820,
RP11-4L24.2,
CTA-397C4.2,
CTD-2026K11.6,
RP11-108B14.4,
CHSY1,22856
FSIP2-AS1,107985781
LRRC37BP1,
LRRC37BP1,147172
OR4F28P,390652
AC074389.1,
RPSAP36,100128888
RNASE13,440163
DDX10P2,401533
GRIA2,2891
LTO1,220064
RP11-252C24.2,
ZNF675,171392
MIR421,693122
RPS27AP1,103911
MIR7161,102465694
CTD-2036A2.1,
RP11-391L3.3,
AC098824.6,
AC007559.1,
RP11-8L18.3,
TAS2R42,353164
CTD-2196E14.5,
RAB33B,83452
PLPBP,11212
IGHV3-33,28434
IGHV3-33,
CASTOR2,729438
CAP1,10487
RNA5SP519,100873570
GCNT4,51301
ADCY10P1,221442
ADCY10P1,
HUWE1,10075
ZNF519,162655
FBXO46,23403
LUZP1,7798
RPSAP1,170529
RN7SL665P,106481104
RP13-30A9.2,
RP11-711C17.2,
NIPBL,25836
FRS2,10818
RP11-602M11.4,
AC243756.1,
POLG,5428
ATP23,91419
CTD-2058B24.2,
RPL34P22,100271498
AP003550.1,
GS1-57L11.1,
CTC-209L16.1,
RP11-291C6.1,
ECE2,9718
AC068831.10,
RP4-668J24.2,
RP11-489O18.1,
RNU6-910P,106481777
NIFKP4,100128707
LOC253573,
KPNA4,3840
RNA5SP450,100873695
RP3-522P13.2,
CTD-2026K11.3,
RP11-269G24.3,
RP11-493L12.5,
MTND6P15,106478949
RARRES2P9,
RARRES2P9,106660620
YWHAG,7532
RP11-454F8.2,
RP5-1164C1.2,
TRBV5-1,28614
TRBV5-1,
OR5E1P,
OR5E1P,
OR5E1P,
OR5E1P,26343
MIR3126,100423030
RBPMS,11030
C17orf49,
EXOSC6,118460
EFHD2,79180
WNT5A,7474
ANKFY1,51479
TAS2R30,259293
AKAP5,9495
LAS1L,81887
RP11-876N24.5,
ADORA2A,135
DENND2D,79961
PRPF6,24148
NICN1,84276
XX-CR54.1,
RP11-334E6.3,
RP11-439C8.1,
TRAV39,28642
RP11-522M21.2,
RP11-443N24.2,
AC106786.1,
RP11-370B6.1,
ST6GALNAC2,10610
ANK3,288
RP1-159G19.1,
RP11-108M9.5,
RP11-344J7.2,
DHX36,170506
FAM86B3P,286042
RP11-104H15.7,
RNU4-90P,106479600
RP11-863P13.6,
RP11-700A24.1,
RP11-89K18.1,
SNORD115-47,
SNORD115-47,100036567
RPL30P3,100270977
RFWD2,
RP3-474G15.1,
DAPK2,23604
AP001172.3,
XAGE2,9502
RP11-524G24.2,
RP11-274B21.9,
GAPDHP45,
GAPDHP45,100240710
THAP10,56906
MIR6831,102465499
MIR8081,102465995
BNIP3P33,106481695
DOK4,55715
TUBA4A,7277
ANKRD13D,338692
CTD-2568A17.8,
RP4-728D4.2,
MRPL3,11222
RPL23AP90,106480690
AC112518.3,
RP5-884C9.3,
CTD-2547H18.1,
SCAMP1-AS1,728769
RP11-102L12.2,
FAM86LP,641924
RP11-656D10.3,
RP11-485C11.1,
RP11-24N18.1,
AL391001.2,
CCNDBP1,23582
RP11-110F24.1,
FBXW10,10517
AC006277.3,
RP11-164P12.3,
ERFE,151176
GGNBP1,
GGNBP1,449520
RP1-288H2.2,
DGKB,1607
LINC00622,644242
RP11-660M18.1,
CTD-2144E22.9,
RP11-121C1.1,
RP13-270P17.1,
LINC01353,100506775
YAF2,10138
GS1-166A23.1,
LINC01024,
RP11-429P3.5,
CENPBD1,
HBG2,3048
RP11-157F20.1,
PCDHB17,
RP4-593H12.1,
RPL35AP35,
RPL35AP35,100271636
LOC101927735,
LYST,1130
MTND6P14,
MTND6P14,106478948
AC016694.2,
REX1BD,55049
TFDP1,7027
GS1-309P15.2,
GMFBP1,
GMFBP1,100499251
LOC100505683,
RPS4XP1,400064
NAALADL1,10004
RPL7AL2,
CTC-400I9.3,
ROCK1P1,
ROCK1P1,727758
RP4-781K5.5,
MFSD12,126321
DUX2,
RPS15AP18,100271360
NINL,22981
SRF,6722
RP11-90J7.2,
SLEAR,441374
MIR4311,100422905
FLJ42351,
TUBB,203068
CTD-3239E11.2,
AC138035.1,
RP4-583K8.1,
SNORD113,
PGRMC2,10424
RP11-386D6.2,
CRHR1-IT1,
AC002398.11,
LOC101929295,
LCK,3932
RNU1-15P,26858
CTB-92J24.3,
OR51A1P,
OR51A1P,26537
CPLANE1,65250
CNPY4,245812
AC003973.1,
RP11-244K5.7,
RP5-1014D13.2,
AP006222.1,
CTD-2354A18.1,
PTPLAD2,
RP11-15H7.2,
TCEA1P2,
TCEA1P2,399511
RP11-302F12.4,
RP11-63A2.2,
TAS2R18,
RP11-238K6.2,
PNPO,55163
C15orf62,643338
SNORD76,692196
FOXD1-AS1,
FOXD1-AS1,106144539
RP4-614O4.12,
PABPC1P7,
PABPC1P7,100128183
RP11-639B1.1,
NLRP2,55655
BTN3A2,11118
RP11-505K1.1,
DSTNP4,
DSTNP4,729454
SNORA59B,
SNORA59B,677882
ATP5MJ,9556
CTD-2154B17.4,
RP11-579D7.8,
KIAA1751,
FKSG54,
MTATP6P22,107075202
LOC105372107,105372107
TSPAN15,23555
MYC,4609
AC012668.3,
RP11-662M24.1,
ARGLU1,55082
OR7K1P,81114
PRR16,51334
CUX2,23316
FAM21FP,100288690
RP11-697M17.2,
LOC101928737,
NDUFA6-AS1,
SAC3D1,29901
HLFP1,100873813
CTC-359M8.3,
RP3-399L15.1,
RP5-1181K21.4,
AC104024.1,
MIR3144,100422951
AC093107.7,
MIR1245B,100616324
SNORD32A,26819
ABCG5,64240
RP1-171K16.5,
RP11-677I18.4,
ZNF827,152485
HSPA8P4,100420028
RP11-460H9.1,
RP11-363J17.1,
RPL10P15,100129975
MAGT1,84061
LOC339240,
LINC01476,
LINC01476,101927728
H3-4,8290
RNF148,378925
AC126755.3,
RN7SL509P,106479409
NFYB,4801
UNCX,340260
CYP3A7-CYP3A51P,100861540
MRPL32P1,
MRPL32P1,359741
RP11-207F8.1,
GJA4,2701
EPM2A-DT,
EPM2A-DT,100507557
RP6-114E22.1,
RP11-562F9.3,
RP11-787D11.1,
NWD1,284434
RNU6-1005P,106481497
RP11-118K6.3,
LOC100288069,100288069
RP11-139J15.5,
CTA-363E6.8,
LOC100996447,
RP1-197B17.3,
DUXAP10,
DUXAP10,503639
C6orf48,
LSP1P3,
LSP1P3,729862
BAHCC1,57597
AC091177.1,
MIR6830,102465498
FBXW10B,374286
AL138963.1,
RP11-125O5.2,
NHERF1,9368
AC005670.2,
SKP1P3,
SKP1P3,100101119
TRIM43CP,643445
TRIM43CP,
TRIM43CP,
RP11-697H10.1,
RP11-476M19.2,
CDRT15P1,
CDRT15P1,94158
PLEC,5339
RP11-285A15.1,
RP11-72L22.1,
AC016724.6,
RGPD3,653489
IGKV3-11,
IGKV3-11,28914
RP1-146A15.1,
AL035610.2,
RP11-536C10.10,
CHAF1B,8208
RPL17P11,100270937
RP11-536N17.1,
DKK3,27122
RP11-495O11.1,
RAX,30062
PREP,5550
LYPLA1P1,
LYPLA1P1,100129401
AC134878.2,
HIST1H4F,
TINCR,257000
SNORD84,692199
LOC101927583,101927583
RNU6-116P,106480553
RP11-797D24.4,
YTHDF3-AS1,
AC130464.1,
MIR30B,407030
RP11-195B3.1,
MMP24OS,101410538
ATP6V0A4,50617
CTC-527H23.3,
RNU6-892P,106481460
AGPAT4-IT1,79992
RP11-138C9.1,
C12orf76,400073
AC244230.1,
AC117507.1,
AC010999.1,
CDX2,1045
RP4-717I23.2,
RNU6-1279P,106480655
TSNAXIP1,55815
FAM227A,646851
AC093515.1,
TRAPPC2P4,
TRAPPC2P4,27194
CLIP1-AS1,
CLIP1-AS1,100507066
HNRNPA3P5,387933
TENT5C,54855
DHX58,79132
RNU1-109P,106481625
LOC641746,641746
AC006499.2,
BRD2,6046
MIR4680,100616113
ACOXL-AS1,400997
RP11-421N10.1,
TRBV11-1,28582
TRBV11-1,
SLC4A2,6522
KCNJ4,3761
AC138894.1,
RP11-29O13.1,
RP11-578F21.10,
LOC100507377,
ZFYVE9P1,100289259
TRBV10-1,28585
TRBV10-1,
GLIS3-AS1,84850
RP1-152L7.9,
SNORA61,677838
PCDHA1,56147
ARMC5,79798
OR2J4P,
OR2J4P,
OR2J4P,
OR2J4P,442188
OR2J4P,
OR2J4P,
OR2J4P,
PYROXD1,79912
AP006222.2,
RP11-619A14.3,
NBPF20,100288142
AC013472.4,
RP11-480I12.9,
HTT-AS,100750326
SEC14L2,23541
AC107218.3,
RP5-849H19.3,
RP11-380I20.2,
IL23R,149233
SNORD114-5,767581
CH17-140K24.8,
DARS1,1615
RP3-330M21.5,
AC008427.2,
RNU6-244P,106866981
AL590410.1,
RP11-373F14.1,
RHOA,387
RP11-794P6.2,
PLEKHA1,59338
MIR487B,664616
MARS1,4141
RNA5SP203,100873464
RP11-20B24.3,
LINC01082,100506542
RP11-98D18.17,
LOC645166,
NSMAF,8439
SMC3,9126
RNU6-551P,106479811
RP11-1406H17.1,
RP11-293D9.2,
RP11-452H21.2,
TNF,7124
HSF1,3297
MIR1251,100302289
TRPA1,8989
STK32C,282974
TOMM40,10452
AL445989.1,
KB-1991G8.1,
DEDD,9191
RP11-1396O13.14,
SERPINI1,5274
MTRNR2L5,100463289
RNU6-383P,
RNU6-383P,106479736
ACE3P,100129123
LOC101928201,101928201
ALG12,79087
RP11-428L9.2,
RPS6KB1,6198
EDDM13,100506374
OLMALINC,90271
RP3-507I15.2,
RP11-685A21.1,
MIR1264,100302251
CTD-3187F8.15,
DPP9-AS1,100131094
CYSRT1,375791
ZNF528-AS1,102724105
RNU6-650P,106481387
MRTFA-AS1,101927257
RP11-525K10.2,
AC009095.4,
AGAP4,119016
MIR503HG,
MIR503HG,84848
LURAP1L,286343
RP11-46D6.1,
CTD-3149D2.4,
MIR7705,102466854
LOC101929124,101929124
RPL21P131,388532
CTB-31O20.9,
CTC-559E9.12,
AP000648.4,
RP11-212I21.3,
MIR4446,100616476
CMIP,80790
RP4-684O24.5,
LOC101929265,
SRD5A2,6716
RNU6-1276P,106481583
SIGLEC19P,
SNAP25-AS1,100131208
AGA,175
AC012445.1,
RP11-476M19.1,
AC093875.1,
RP11-1036F1.1,
MT-TQ,
UBQLN3,50613
RP11-611E13.2,
SCUBE2,57758
RP11-227G15.11,
H4C6,8361
CD1D,912
NXF2B,728343
LBX2,85474
MIR362,574030
PIK3R4,30849
SOX21,11166
RP11-762H8.5,
NRAD1,121838
RP11-879F14.1,
WNT2B,7482
AL845259.4,
TP53TG3B,729355
ADGRB3-DT,
ADGRB3-DT,101928307
AP001604.3,
SLC22A17,51310
SIGLEC7,27036
AC096582.3,
TRGV9,6983
CGB5,93659
AHSG,197
AC006116.15,
HSPB7,27129
PSME3,10197
NPIPB8,728734
CRYZP1,
CRYZP1,
CRYZP1,1430
AL160011.1,
INMT-FAM188B,
RP11-243A14.1,
RP11-708H21.1,
RP11-561O23.5,
GAGE12H,729442
AC106765.1,
RP1-156L9.1,
AC068580.6,
TOMM22,56993
HMX1,3166
RP11-150O12.3,
PIAS2,9063
RP11-327L3.3,
USP4,7375
AC011518.1,
RP11-149I2.4,
MORF4L1,10933
PCBD2,84105
ITGAV,3685
NUP210P1,255330
NUP210P1,
TTC9C,283237
RP11-449P1.1,
RP11-389J22.3,
PET112,
ZNF652P1,
ZNF652P1,646592
POLR2M,81488
RP11-862P13.1,
RP4-761J14.8,
AC006947.1,
CSNK2B,1460
MIR377,494326
NTAN1P2,100420307
AMER3,205147
KRT35,3886
RP11-17E15.1,
RP11-543E8.2,
LDLRAD3,143458
RNU7-67P,100151665
MIR1270,100302179
RNU6-649P,106479854
RP11-471M2.3,
RP5-837M10.2,
RP13-714J12.1,
NBPF10,100132406
AC016700.6,
DOCK11P1,100132537
CTD-2536I1.2,
CTC-348L5.1,
MEMO1P4,100462785
GOLGA8T,653075
LINC00316,388830
AC092329.3,
GRAMD2,
RP11-907D1.3,
SLC11A1,6556
RP11-404P21.1,
LOC101928730,101928730
NPM1P38,100128985
APOL1,8542
RP11-350J20.5,
ODAPH,152816
RP11-474C8.4,
CTA-268H5.12,
AC241952.1,
AKR1B1P4,
AKR1B1P4,390402
NUP107,57122
AC104777.4,
RNA5SP38,100873370
PLEKHA3,65977
BOC,91653
TYROBP,7305
RP4-655J12.4,
CTB-187M2.1,
RP4-581O6.1,
CTD-2033A16.2,
AC139712.2,
RP11-96C23.15,
EIF4A1P5,
EIF4A1P5,390394
RNU6-1330P,106480411
H4C5,8367
RP11-260N14.1,
PCNX1,22990
MAPK8,5599
MIR6801,102466984
TEX28P2,653363
MAGEB17,645864
CTD-2192J16.20,
RP5-845O24.3,
SNX3P1X,100873884
Z98941.1,
MIR4307,100423019
CUBNP2,100289280
CUBNP2,
GOLGA6L2,283685
FAM60DP,
RP11-435P24.2,
RBMY2DP,
RBMY2DP,347598
GOLGA6L9,440295
SCAT1,101928710
AC017019.1,
OR1L8,138881
EVC2,132884
ATP5F1P3,
PHBP4,
NUTF2P8,
NUTF2P8,100287183
RP11-128N14.4,
GOT2P3,644138
IL25,64806
RP11-205M5.3,
RNU2-56P,106480221
R3HCC1L,27291
CCER1,196477
RPL36AP6,
RPL36AP6,641556
FBXO40,51725
IQGAP1,8826
GSC,145258
CTGLF12P,
IGKV4-1,28908
ZBBX,79740
CXorf23,
CCT4P1,
CCT4P1,650172
FAM238C,
FAM238C,387644
TPT1P1,
TPT1P1,100131268
DDX56,54606
DMXL2,23312
C10orf40,
GAGE12C,729422
CETN4P,
CETN4P,729338
KLK10,5655
RP11-529H2.1,
AL137026.1,
MUC7,4589
XXbac-B461K10.4,
NANOGP1,
NANOGP1,404635
RP11-106D4.3,
LOC101927844,
TCEB1P12,
TRMT5,57570
LOC102723427,102723427
RP11-316E14.2,
RP11-304F15.5,
AC017028.12,
RP11-68I18.10,
CTC-774J1.1,
LOXHD1,125336
PCYT1A,5130
RRP7BP,91695
RRP7BP,
LINC02421,101927901
CH17-140K24.1,
AC017104.3,
RP1-12G14.5,
AL596243.1,
MIR618,693203
AL353608.1,
PPP1R2P5,
PPP1R2P5,649489
DOP1B,9980
RP11-373I8.1,
FBXL18,80028
RNU4-29P,106481181
ATL2,64225
TROVE2,
CTC-250P20.1,
RNA5SP420,100873671
SNHG25,105376843
LRRFIP1P1,
LRRFIP1P1,101290506
SMN2,6607
NUSAP1,51203
RP11-567L7.3,
CTD-2218K11.3,
TRIM60P16,100420412
CD38,952
MIR132,406921
KB-7G2.8,
RCC2P2,100421075
AC112229.6,
AC018730.4,
SELENOW,6415
SNORA45A,
ATP1A4,480
RP11-49I11.3,
CDKN1B,1027
OR51A3P,79532
CTC-525D6.2,
HMBOX1-IT1,
HMBOX1-IT1,106481795
CSRP2,1466
CTD-2616J11.15,
AL121578.5,
CTC-573M9.1,
RP11-153M7.1,
SPA17,53340
ZDHHC18,84243
FOSL2-AS1,403150
RP11-568A19.1,
SPATA31A6,389730
RP11-264B17.3,
RN7SL292P,106481002
TCEB3-AS1,
RP11-400K9.1,
RN7SL456P,106480511
RP11-114M1.2,
AC098680.1,
SNORD115-13,100033450
ITPK1-AS1,319085
LOC100131094,
RNU6-539P,106481351
ANKRD34A,284615
RP11-829H16.2,
AC009518.8,
RP1-37N7.6,
AC013469.1,
IL1RL2,8808
BCMO1,
RNU6-875P,106479953
LINC01492,101928496
RP11-484D2.2,
RP5-1119A7.10,
HIST1H3PS1,
TNC,3371
THSD7A,221981
RP11-204E4.4,
RXFP4,339403
RIOK3,8780
ARF1,375
CTD-2008O4.1,
C6orf147,387097
TBCAP1,
TBCAP1,494540
LHFPL1,340596
RP11-328P23.2,
RP1-78B3.1,
LEMD3,23592
RP11-168A11.4,
GARIN2,161142
AL109843.1,
C15orf61,145853
RP11-861L17.3,
CCDC124,115098
SPX,80763
DENND5B-AS1,100874249
C12orf60,144608
ZNF114P1,
ZNF114P1,100132509
RP11-293M10.6,
FBP2P1,100420269
FBP2P1,
MKRN3,7681
RNU7-85P,100151682
RP11-433O3.1,
RP11-128B16.3,
RP11-525G13.2,
MIR3123,100422856
RP11-10N23.2,
TOMM20L,387990
AC011516.2,
HAUS6P2,
HAUS6P2,100133268
RNU1-52P,106480164
ZSCAN5B,342933
RP11-124D9.1,
MYL12-AS1,104968399
RAB11FIP1,80223
SLC51A,200931
FAM21C,
OSBP2,23762
CETN1,1068
GPR152,390212
AC097711.1,
C22orf46,
MIF,4282
RP11-545J16.1,
IGHD1OR15-1B,
IGHD1OR15-1B,28334
RNU4-50P,106481871
ERBIN,55914
RN7SL125P,106479267
PCDHB15,56121
RNU6-111P,106481212
MIR105-1,406897
AC004980.9,
RNU6-420P,106481769
CERS3,204219
CST13P,
CST13P,164380
LINC01593,107178918
RP5-1157M23.2,
C2orf69P4,100420859
LOC339666,339666
NADK,65220
RP11-759A24.1,
MIR3158-2,100423033
RP11-406H23.5,
AC005609.16,
CTA-313A17.2,
SNRPCP5,
SNRPCP5,106480290
RP11-562A8.1,
CPSF2,53981
AC013399.3,
CUZD1,50624
RP1-154J13.3,
RP4-734P14.4,
RP11-325O24.2,
RN7SL138P,106480489
RN7SL138P,
RNU6-79P,100873779
RP1-310O13.13,
RP11-519G16.3,
RPL21P133,100271391
RP11-12P19.1,
TAPT1-AS1,202020
RP4-736I12.1,
RPL23AP58,
RPL23AP58,100271616
ST8SIA2,8128
IDUA,3425
RNA5SP509,100873560
CD24,100133941
CTD-2296D1.1,
KCNH3,23416
ST3GAL1P1,
ST3GAL1P1,100421804
PRAMEF22,
PRAMEF22,653606
RP11-689J19.1,
FKBP1A,2280
OR2AS1P,
OR2AS1P,
OR2AS1P,81473
COX5BP2,1331
RP4-777O23.2,
CTD-2540B15.12,
ELP6,54859
RP11-503N18.5,
RP11-44M6.7,
GPR135,64582
RPSAP25,129841
RP11-69G7.1,
RP11-252M24.1,
RN7SL675P,106481107
NFE4,58160
RP11-109M19.2,
CTD-2203K17.1,
FHIP1A,729830
RP11-510M2.6,
FERMT1,55612
MCTS1,28985
HSFY3P,442479
LOC101927457,
TUBAL3,79861
RP11-138A23.1,
AC016910.1,
ANKS4B,257629
FAN1,22909
ACTG1P19,644160
ISOC2,79763
OR52N2,390077
ADGRE4P,
ADGRE4P,326342
RP11-173P15.10,
NCRUPAR_1,
SSR4,6748
RP11-802O23.4,
RTRAF,51637
SIGLEC6,946
RP11-510I6.1,
KB-1460A1.3,
PRIM1,5557
RP11-310E22.6,
RP11-136H19.1,
AC109829.2,
UBE2Q2P2,
UBE2Q2P2,100134869
UBE2Q2P2,
AL589987.1,
SRCIN1,80725
RP3-391O22.1,
CHCHD4P4,
CHCHD4P4,728143
RNY4P19,100169834
MIR4472-2,100616309
RNU6-581P,106479823
CTA-109P11.1,
PCAT6,100506696
ZNF519P2,
ZNF519P2,100287908
IGKJ4,28947
TMEM30C,
SDE2,163859
TNFRSF10A-DT,389641
UTS2,10911
PRKX,5613
RP11-92C4.3,
PRAMEF3,
STEAP1,26872
CTD-2315A10.1,
LANCL2,55915
SOCS4,122809
CYLC2,1539
AC005757.6,
RNU6-590P,106480593
SEMA5A,9037
KIF2C,11004
TSHZ1,10194
AP000266.7,
RP11-217O12.1,
ANXA2R-OT1,648987
RP11-882G5.1,
CLEC4G,339390
METRNL,284207
IGHV2OR16-5,100129631
C1orf100,
RP11-92J19.3,
RP11-402P6.5,
SLC9A8,23315
GPR63,81491
LINC02042,101929694
RP11-632K5.2,
RP5-864K19.7,
AC026316.5,
MTRNR2L12,100463498
GPR151,134391
LOC101928158,
AC098826.4,
RP11-1149M10.1,
RP11-14N9.2,
LYPD4,147719
TRIM72,493829
AC118282.2,
MRPL42P3,359746
RP11-281O15.7,
PIK3R5,23533
RP4-753D10.3,
CLMAT3,101927096
CBX1P3,
CBX1P3,100128723
RP11-84D1.1,
RP11-45A12.1,
PRAMEF25,441873
OR2A15P,135942
RP4-555N2.4,
RP11-83A24.2,
RP11-247I13.3,
EEF1A1P40,100874490
AC007050.17,
RP11-20I20.4,
ZNF123P,100188891
VIM2P,100130535
SHANK2,22941
RP11-553D4.2,
IVNS1ABP,10625
SCNN1B,6338
LINC01468,
CTB-133G6.1,
RN7SL340P,106481016
LINC00261,140828
RFPL3,10738
NUMA1-AS1,100128494
ADAMTS2,9509
L3MBTL2,83746
RP5-916L7.2,
CSPG4,1464
CIB2,10518
HIST1H1B,
AC068831.17,
UTRN,7402
RP11-379B18.5,
DMRTC2,63946
RPL35AP3,387074
HAUS7,55559
SLC34A3,142680
EXOSC7,23016
RP11-403A3.1,
OR52B1P,81274
AL133260.1,
HMGB1P22,
HMGB1P22,644659
AL121652.1,
SCG5,6447
AC008265.2,
ZNF839P1,100419733
AC079741.2,
HISLA,283587
LRRC3B,116135
AC017028.5,
CTD-2319I12.2,
GS1-393G12.12,
RNU6-206P,106481882
CPAMD8,27151
ATP5A1P10,
AP002353.1,
RP11-350J20.9,
LOC642846,642846
RP11-535E8.2,
FLJ42393,401105
MAN1B1-DT,100289341
CTRB2,440387
IGLVIV-65,28759
AC068718.1,
CTD-2517M22.17,
AC106901.1,
RP11-465K1.2,
MIR4462,100616413
RP11-541P9.3,
RAMP1,10267
RP11-440I14.3,
NAT6,
ACSM4,341392
MAGEB6P1,
RAB1B,81876
RN7SL745P,106481858
ARNT2,9915
RP11-104L21.3,
AL353733.1,
RP11-797J4.1,
RPL29P29,100271474
LOC100508046,100508046
NSMF,26012
CTD-3018O17.5,
RP11-297L17.2,
AC073254.1,
CNOT7P2,
CNOT7P2,100132332
AC073065.3,
TMPRSS11A,339967
AC092798.2,
RNU6-1083P,106481521
RP11-3P17.3,
TCEAL3,85012
DBR1,51163
RP11-793A3.1,
GTF2H2C,728340
RN7SL391P,106481030
BSPH1,100131137
MSMP,692094
RN7SL471P,106481051
RP13-359K18.1,
ECRP,
CH507-396I9.6,
RP11-391J2.3,
C1orf220,400798
TAAR2,9287
RP11-546B15.1,
GTF3C3,9330
COPG1,22820
LRMP,
RP11-406A9.2,
RP11-927P21.4,
SYNC,81493
TSSK6,83983
RP11-152O14.4,
AVPR2,554
RNU6-1210P,106481562
LINC02323,105370681
MIR4762,100616253
RP11-33A14.1,
CRYBB2,1415
METTL25B,51093
RP5-1148A21.3,
HNRNPA3P7,100421357
CBX1P4,
CBX1P4,100130461
MIR548H3,100302287
PDZK1P2,
RSPH10B,222967
DPY19L1P2,
DPY19L1P2,102724668
TUT7,79670
AC007952.1,
LACE1,
SP110,3431
TM4SF4,7104
TGFB2-AS1,
TGFB2-AS1,728463
TSPY17P,100132124
EIF3LP2,143341
RP5-827L5.1,
FAM122B,
GLA,2717
OR13J1,392309
CKAP2P1,
CKAP2P1,100420763
RPS4XP16,220433
ZNG1F,644019
NMBR,4829
PLXNC1,10154
AC131160.1,
MIR646HG,284757
CTD-2376I20.1,
AL139239.1,
SOX5,6660
MAP3K19,80122
C3orf67,
RNF151,146310
CHP2,63928
FTH1P16,
FTH1P16,2508
RNU1-128P,106480191
CTD-2012K14.8,
LOC101929148,101929148
RPL21P2,140715
C2-AS1,102060414
LOC100129550,
CNN2P10,646693
RP5-1068B5.1,
CH17-264L24.1,
RPL3P4,326307
LOC101928254,101928254
RN7SKP161,106479167
RP11-314N13.3,
TPMTP2,
TPMTP2,100420393
ATIC,471
RP5-837I24.6,
RP11-587H10.2,
GAPDHP19,
GAPDHP19,140028
RNU6-361P,106480574
RANP2,
RANP2,100874191
RHBDL3,162494
LLNLR-307A6.1,
NF1P4,
NF1P4,100419029
RP3-468B3.4,
AC073111.5,
AC241377.2,
TGFB1I1,7041
ZNF613,79898
OSCP1,127700
SRPK3,26576
RPS24P8,
RPS24P8,100216336
AP000708.1,
RP11-407N17.3,
BACH1,571
ZNF641,121274
HNRNPA1P21,344697
AC079776.6,
RP11-234B24.2,
RP11-374I15.1,
MR1,3140
OR5BC1P,81208
RP11-632L2.2,
MTND4LP14,
MTND4LP14,107075305
GLTPD2,388323
RP11-588L15.1,
FAAHP1,
FAAHP1,729041
RP11-567P17.2,
C1orf68,
RP11-252E2.1,
RPL4P3,391135
AL953854.2,
LOC100133461,
AP000354.2,
NPM1P48,442006
GNE,10020
AE000661.36,
ZSCAN4,201516
RNU12,267010
RPL12,6136
RP3-522P13.3,
HTR3E-AS1,106478970
RP11-45H22.3,
RP5-1074L1.4,
EIF4A1P2,359792
RP11-148B3.2,
AC091053.1,
NCL,4691
LA16c-2F2.5,
RP5-1098D14.1,
SNORD114-15,767593
ADAM3B,1596
AC023115.4,
KB-1507C5.4,
AHSA2P,130872
AHSA2P,
RPL39P33,
RPL39P33,100271521
RP11-266I3.7,
RNA5S10,100169761
RN7SKP46,106480847
TRPC7-AS2,106478968
AC108004.2,
RP1-309H15.2,
OR5H2,79310
ALMS1P1,
ALMS1P1,
ALMS1P1,200420
C8orf22,
RP11-177C12.4,
ADM5,199800
ASS1P9,454
PRKCE,5581
EIF2S2P3,
EIF2S2P3,283014
PROKR1,10887
TUBBP6,442308
RP11-328N19.1,
TDP1,55775
CECR2,27443
PDPK1,5170
EIF4A2P5,106480446
RP11-10C8.2,
RP11-454K7.2,
RP11-555G19.1,
RP1-85F18.6,
RP11-73B2.7,
RP11-241J12.3,
LINC01547,84536
RP11-420A23.1,
MIR219A1,407002
CTD-2311M21.2,
RNA5SP204,100873465
